,Date,User,Tweet
354,2019-05-13 01:33:00+00:00,databaaz,On DataBaaz' radar today - Cost Comparison between PM @narendramodi and Former PM Manmohan Singh's foreign trips. Mr Modi visited as many countries in his 5 years as Mr Singh did in his 10 years in office. #LokSabhaElections2019 https://t.co/yZZsBTvFz4
355,2019-05-13 00:47:08+00:00,News9Tweets,"UTTAR PRADESH - VARANASI LOK SABHA CONSTITUENCY

CONGRESS' AJAY RAI IS PITTED AGAINST PM NARENDRA MODI IN VARANASI

WATCH NEWS9 ELECTION EXPRESS @ 6:30 PM 

@nabila__jamal @kashikirai @narendramodi #LokSabhaElections2019 @INCIndia @BJP4India #Varanasi #UttarPradesh https://t.co/AtwX6rxGcG"
356,2019-05-13 00:07:17+00:00,Junaidjayshaz,"Weather is cloudy "" loe chalo hamla karin! ""
#WTF #IAF 
@narendramodi
#Modi #LokSabhaElections2019 https://t.co/clipOWXOBc"
357,2019-05-12 20:15:00+00:00,htTweets,"PM Modi uses hatred, we use love, says @RahulGandhi after voting https://t.co/ybVlO09Gpx

#ElectionsWithHT #LokSabhaElections2019 #Phase6 #VotingRound6 https://t.co/IzYTc1XJUA"
358,2019-05-12 19:22:37+00:00,shivanshg59,"My first vote😍 #MeraVoteModiKo 
#LokSabhaElections2019  #aayega_to_modi__hi
@cmohry @mlkhattar @narendramodi @NaMo_India  @PMOIndia lets make a better India🙏🙏 #voteforchange https://t.co/ZDQ4wrxEue"
359,2019-05-12 19:12:47+00:00,TanishkPrasad18,"12 May 2019 #IPL2019Final- MI won ( Mumbai Indians)
23 May 2019 #LokSabhaElections2019- MI will win (ModI &amp; Indians)

#IPL2019Final #LokSabhaElections2019 @narendramodi https://t.co/Tw73bT4KiP"
360,2019-05-12 19:03:13+00:00,Rajen15465577,"In 2014 we needed these mediahouses to tell us who is @narendramodi 
But in 2019, I refuse to believe that we need any national or international mediahouses to tell us who is Modi, what is his intention &amp; how he works. Isn't it?
#LokSabhaElections2019 
#BJP 
#BJP4India #india"
361,2019-05-12 18:34:37+00:00,aaku03,"RG : Modi ji ne Ambani ko IPL jeeta diya aur yeh pehli baar nahi pichle 5 saalo mein unho ne ambani ko 3 baar jeetaya hain. Aap humko mauka do hum RCB ko jeeta ke dikhayenge.
@IPL @narendramodi
@RahulGandhi @mipaltan @ChennaiIPL @RCBTweets 
#LokSabhaElections2019 
#IPL2019Final"
362,2019-05-12 18:30:50+00:00,pennewstweet,"Rahul casts his vote at Aurangzeb Lane 
#LokSabhaElections2019 #BJP #Congress #Aurangzeb @RahulGandhi #GST #Rafale #AjayMaken #Phase6 #VotingRound6 #delhivotekar #DelhiVotes #VoteKarIndia #MeriAwazMeriCongress #VoteForJhadu #ElectionDay 
https://t.co/sUmh3cHmBt"
363,2019-05-12 16:07:01+00:00,shreya_kotwale,#ModiOnceMore #LokSabhaElections2019 #modi✌ @narendramodi #Papa✌ @JayPati00343094 @BJP4MP https://t.co/oMTExpnFyw
364,2019-05-12 15:04:26+00:00,pennewstweet,"Rahul casts his vote at Aurangzeb Lane 
#LokSabhaElections2019 #BJP #Congress #Aurangzeb @RahulGandhi #GST #Rafale #AjayMaken #Phase6 #VotingRound6 #delhivotekar #DelhiVotes #VoteKarIndia #MeriAwazMeriCongress #VoteForJhadu #ElectionDay 
https://t.co/sUmh3cHmBt"
365,2019-05-12 14:50:39+00:00,Mini2411Singh,Rightly said @pradip103 Good @ravishndtv took this interview of @RahulGandhi At least it exposed the hypocrisy of some so-called 'neutral journalists' &amp; 'great journalism'… @INCIndia @ndtvindia @PrannoyRoyNDTV #RahulGandhi #Modi #LokSabhaElections2019  https://t.co/MnWpg3yGn1
366,2019-05-12 14:15:00+00:00,EconomicTimes,"Congress president @RahulGandhi cast his vote in #LokSabhaPolls and hit out at PM #Modi, saying he ""used hatred"" during elections but the grand old party ""used love"" | #LokSabhaElections2019 #VotingRound6 #LIVE #Updates: https://t.co/Ml3NrUNbT7  https://t.co/X0WVE6Fquq"
367,2019-05-12 13:32:20+00:00,Kamlesh14401123,#LokSabhaElections2019 #VotingRound6 @keshavyadaviyc @yadav_shobhna @RahulGandhi @rahul_support @LambaAlka @INCIndia @Shobha_Oza @MPArunYadav @PilotSuryasen @JVSinghINC @digvijaya_28 @ndtvindia @rssurjewala @priyankac19 @OfficeOfKNath @INCMP @yadavakhilesh @SYadavMLA https://t.co/t39k4N8MXn
368,2019-05-12 13:29:58+00:00,LPK1981,"PM @narendramodi standing with @rahulgandhi is advised by @AmitShah that we are at last phase of #LokSabhaElections2019 

Modiji: what, I am just getting started!

Rahul Gandhi faints!"
369,2019-05-12 13:00:46+00:00,YouPolitical4,"PM @narendramodi Chowkidaar Secure India from Rahul Baba. #MeraVoteModiKo

#LokSabhaElections2019 #BJP .

PM Narendra Modi Chowkidar secure India from Congress and Rahul Gandhi. Congress Spread Corruption from 70 years. Our Govt focusing on Development without Corruption. https://t.co/E3qpN3hVm7"
370,2019-05-12 12:25:04+00:00,YouPolitical4,"PM @narendramodi Chowkidaar Our Govt Making New India. #MeraVoteModiKo

#LokSabhaElections2019 #BJP .

PM Narendra Modi Chowkidar Our Govt Making New India with Development of India with New Technology, Infrastructure and New Ideas to make India future better without Corruption. https://t.co/sGO4C6iO4n"
371,2019-05-12 11:36:34+00:00,Gauravpathak301,"Mera Vote Chowkidar ko 
fir ek bar Modi Sarkar 🚩
#BJP #LokSabhaElections2019 #VotingRound6 #LokSabhaElections2019 #zeenews @narendramodi @myogiadityanath @ZeeNewsHindi @HindiNews18 @republic @TOIDelhi @BJP4Delhi #modi https://t.co/tQmtRsobq3"
372,2019-05-12 11:12:27+00:00,ksrisrimal,"डूब मरना चाहिए,उन नेताओं को व पत्रकारों को जो गुजरात दंगे की हकीकत को छुपाते रहे। पाक पत्रकार कितनी बेबाकी से हकीकत बया कर रहे है। यह राजनैतिक पोस्ट नही है।। जरूर जरूर देखें। 

#Modi 
@narendramodi 
@BJP4India 
@INCIndia 
#LokSabhaElections2019 
@aajtak https://t.co/rnFofJf9oU"
373,2019-05-12 10:37:48+00:00,syedssgks,"Modi ji is badly exposing himself in each interview he is giving not able to tackle questions logically. Now we all know why he's been running away from open Press Conference.

@narendramodi 
#LokSabhaElections2019 
@INCMP 
@INCIndia"
374,2019-05-12 10:30:11+00:00,Haath_Uthao,"Chai Bechkar 900 Crore ka daftar? Modi hai to sambhav hai #haathuthao #ChowkidarChorHain 
 @INCIndia @RahulGandhi @JM_Scindia #LokSabhaElections2019    #AbHogaNYAY @Allavaru @ms_yuva @kanhaiyakumar @Awhadspeaks @thewire_in @swarajindia_KA @NCPspeaks @ncbn @yadavakhilesh @Mayawati https://t.co/lxkrUyEvZZ"
375,2019-05-12 10:06:10+00:00,mayur_thakor98,Book your fight &amp; Hotel tickets before #LokSabhaElections2019 Results Because Modi Ji Anewale hai or Opposition wale chutty Jane wale hai @RahulGandhi @Mayawati @yadavtejashwi @ncbn @ArvindKejriwal @priyankagandhi @MamataOfficial #ModiOnceMore
376,2019-05-12 09:53:20+00:00,harry3165,"At Sangam, Pilgrims and Boatmen Claim Surge in Modi Wave https://t.co/7yFAPaDZZg via @thewire_in?lang=en @narendramodi @AmitShah @mlkhattar @PiyushGoyal @nsitharaman @arunjaitley #LokSabhaElections2019"
377,2019-05-12 09:53:05+00:00,pennewstweet,"Rahul casts his vote at Aurangzeb Lane
#LokSabhaElections2019 #BJP #Congress #Aurangzeb @RahulGandhi #GST #Rafale #AjayMaken #Phase6 #VotingRound6 #delhivotekar #DelhiVotes #VoteKarIndia #MeriAwazMeriCongress #VoteForJhadu #ElectionDay 
https://t.co/sUmh3cHmBt"
378,2019-05-12 09:34:50+00:00,Mini2411Singh,Agree @SushantBSinha It's so easy to preach others. @ravishndtv 's interview of @RahulGandhi proves that it's   all about bias &amp; not about neutrality. What is sick is the pretense of great journalism...  #LokSabhaElections2019 #RahulGandhi #Modi @ndtvindia https://t.co/58ywWGpdMD
379,2019-05-12 09:32:22+00:00,MsChronology,"Voted..
My vote for MODI 
My vote for strong INDIA
My Vote for corrupt free INDIA
My vote for terror free INDIA
My vote for Digital INDIA 
@GautamGambhir @narendramodi @BJP4India @EastDelhiBjp #NamoAgain #LokSabhaElections2019 #VotingRound6 #Phase6 #DelhiVotes #VoteKarIndia https://t.co/xPT87lw8Ot"
380,2019-05-12 09:17:05+00:00,DeepakSharmaND,"Vote for Modi
#AbkiBaarModiSarkar #LokSabhaElections2019 #IndiaElections2019 #VoteForIndia #VoteKar #SixthPhase #VoteForChange #VotingRound6 #Phase6 #UnitedByVote #MakeYourMark #delhivotekar #DelhiVotes 
@narendramodi https://t.co/dxeG8tl4Hz"
381,2019-05-12 08:58:01+00:00,mrichashukla,"I am all set to vote for our Hon. Prime Minister @narendramodi in the #Phase6 of #LokSabhaElections2019 and request everyone voting in #Phase6  to Vote and Support PM Modi for a 'Brighter India'. 

#DeshKeDilMeiModi
#AayegaTohModiHi"
382,2019-05-12 08:53:00+00:00,DaharwalK,"‘If voted to power again, BJP will scrap Article 370’: @AmitShah in Himachal Pradesh

#LokSabhaElections2019
If Voted to power again, Bjp wl make RamMandir :Yogi

If Voted to power again,Those looted Country wl be sent to Jail : @narendramodi
Modi&amp;Shah accepted #23_मई_भाजपा_गई"
383,2019-05-12 08:43:56+00:00,AnAamIndian2,"#loksabhaelections2019 @narendramodi @rameshbidhuri @AmitShah There is Nothing in last 5 years that Ramesh Bidhuri jas done for many localities like Badarpur, Badarpur Border, Molarband Ext, Molarband, Meethapur.  Still painfully has to vote him to elect Modi..😷"
384,2019-05-12 08:32:31+00:00,thehimanishukla,"My first vote for Modi . ✌️🙏

#MyFirstVoteForModi
#DelhiVotes
#delhivotekar 
#LokSabhaElections2019 #Phase6 #phirekbarmodisarkar @narendramodi https://t.co/awlCYWRlNC"
385,2019-05-12 08:17:34+00:00,in_gujarati,"Delhi: Priyanka Gandhi Vadra and Robert Vadra casting their vote at a polling booth in Sardar Patel Vidyalaya at Lodhi Estate  #LokSabhaElections2019

@priyankagandhi  @RahulGandhi  #RobertVadra  #VotingRound6 #delhivotekar https://t.co/8JhrafCKlm"
386,2019-05-12 08:15:19+00:00,ETVBharatEng,"WATCH: Rahul Gandhi talking to media after casting his vote in Delhi.
@RahulGandhi @priyankagandhi @INCIndia @sampitroda 
#LokSabhaElections2019 
#Phase6 
#delhivotekar 
https://t.co/K8pMUudrxV"
387,2019-05-12 08:13:22+00:00,BTVI,".@M_Lekhi: @narendramodi's Credibility Has Made Election Easier

Candidates' Hard Work And Narendra Modi's Policies Have Resulted In A Modi Wave

@AamAadmiParty Playing The Politics Of Victimhood

@BJP4India 
@AdityaRajKaul 
#May23WithBTVI
#543OnMay23
#LokSabhaElections2019 https://t.co/GDt1bKjsPd"
388,2019-05-12 08:12:23+00:00,pennewstweet,"Rahul casts his vote at Aurangzeb Lane
#LokSabhaElections2019 #BJP #Congress #Aurangzeb @RahulGandhi #GST #Rafale #AjayMaken #Phase6 #VotingRound6 #delhivotekar #DelhiVotes #VoteKarIndia #MeriAwazMeriCongress #VoteForJhadu #ElectionDay 
https://t.co/sUmh3cHmBt"
389,2019-05-12 08:12:16+00:00,Proudindian55,"Only growth and development Modi has done so far and will be focusing to do in future as well, so vote wisely Delhi. #LokSabhaElections2019 @BJP4India @narendramodi @INCIndia @RahulGandhi @smritiirani @AmitShah https://t.co/qTpVgdGCiu"
390,2019-05-12 07:37:12+00:00,ETVBharatEng,"WATCH: Priyanka Gandhi, Robert Vadra cast their votes
@priyankagandhi @INCIndia @RahulGandhi 
#LokSabhaElections2019 #phase6
 https://t.co/dHT6oVSrit"
391,2019-05-12 07:15:47+00:00,CNBCTV18News,"President Ram Nath Kovind &amp; politicians like @RahulGandhi, @SushmaSwaraj, Sonia Gandhi, @ArvindKejriwal, @GautamGambhir &amp; others cast their vote in #Phase6 of #Elections2019 #LokSabhaElections2019 https://t.co/F9ZpcDOHv5"
392,2019-05-12 07:10:43+00:00,moliticsindia,"‘Love will win against PM Modi’s campaign of hate’: Rahul Gandhi
@RahulGandhi @PMOIndia @narendramodi #AbkiBaarKiskiSarkar #RahulKaChallenge #ModiHaiToMumkinHai #Elections2019 #LokSabhaElections2019 #electionwithmolitics
https://t.co/7Ol5FgwRbV"
393,2019-05-12 07:05:56+00:00,timesofindia,"PM Modi used hatred in elections, we used love: @RahulGandhi 

READ: https://t.co/0w8c3lCgLd 

#LokSabhaElections2019 #ElectionsWithTimes"
394,2019-05-12 07:02:48+00:00,ShivamMj1992,"MERA VOTE NEW INDIA 🇮🇳❤️ KE LIYE
MERA VOTE New Delhi ❤️ KE LIYE
MERA VOTE MODI JI KO @BJP4India @narendramodi @bjpsamvad #MeraVoteModiKo #NarendraModi #delhivotekar #DeshKeDilMeiModi #LokSabhaElections2019 #AmitabhBachchan https://t.co/2p9gGcbKv8"
395,2019-05-12 07:01:37+00:00,born2helpothers,"Voted for Development ,for New India to Modi.Request to all Voters do contribute in democracy.#Vote4Modi #LokSabhaElections2019
@narendramodi @BJP4India https://t.co/kJYrfwotTP"
396,2019-05-12 06:55:57+00:00,SharanRoars,"#VotingRound6 #Phase6 

Every vote counts. Your each vote to BJP is a vote to Modi.

Let's help our PM @narendramodi 

Please go out and VOTE. 

#LokSabhaElections2019 #MeraVoteModiKo"
397,2019-05-12 06:39:10+00:00,FanaticAarZoo,"'Modi is the sentiment of anger and fear within the people' 
Well said @RahulGandhi 
 Brilliant interview. 
#VisionaryVsDivisionary  
#LokSabhaElections2019 #NyayForIndia https://t.co/xRQtWQAfgC"
398,2019-05-12 06:30:39+00:00,imridul2k,"10 people sitting in a room, praising policies and programs of Modi 

But only 5 casted their vote and we want @narendramodi back???

#GoVoteDelhi 
#Vote4Modi 
#Phase6 
#VotingRound6 
#MeraVoteModiKo 
#VoteKarIndia
#delhivotekar
#InvestYourVote wisely
#LoksabhaElections2019 https://t.co/Krdo5Saw1s"
399,2019-05-12 06:21:05+00:00,NewsMobileIndia,"‘Love will win’: Rahul Gandhi’s swipe at PM after casting vote in Delhi
@RahulGandhi 
#LokSabhaElections2019  #Phase6 #IndiaDecides2019 

https://t.co/bnV9XVkdM9

https://t.co/5ZtXdb3wyU"
400,2019-05-12 06:14:56+00:00,TheTarunGupta,"लोकतंत्र के इस महापर्व में मैंने भाग लेते हुए अपने नैतिक नागरिक कर्तव्य का पालन किया। मतदान किया। आपने किया क्या ? #VoteKar #LokSabhaElections2019 #Phase6
#MeraVoteModiKo #फिर_एक_बार_मोदी_सरकार 

I support new India, I support Modi ji
@NayabSainiBJP @cmohry @NWN2019 @narendramodi https://t.co/wUgE7MsUMb"
401,2019-05-12 06:06:35+00:00,ViharDurve,"Modi Govt
Yr 2014-2019
Report Card

@narendramodi @arunjaitley @PiyushGoyal @rsprasad @Dev_Fadnavis

#LokSabhaElections2019

Be an Informed Voter https://t.co/RGF3x4029x"
402,2019-05-12 05:52:14+00:00,PSPRASHANT99,"I casted my vote to MODI JI
#ekbaarphirmodisarkar 
#LokSabhaElections2019 
@narendramodi 
@BJP4India 
#phase6 https://t.co/7TlucSnagH"
403,2019-05-12 05:37:17+00:00,mithunmdelhi,"Rahul gandhi casts his vote at NP co ed senior secondary school, Aurangzeb lane. New Delhi constituency #LokSabhaElections2019 #DelhiVotes @manoramaonline @OnmanoramaLive @RahulGandhi @INCIndiaLive https://t.co/jeaUWpZ81t"
404,2019-05-12 05:36:35+00:00,YouPolitical4,"PM @narendramodi Chowkidaar Secure India from the Congress. #MeraVoteModiKo

#LokSabhaElections2019 #Phase6 .

PM Narendra Modi Chowkidar secure India from Congress. Congress Spread Corruption from 70 years. Our Govt Shut Down the market of Corruption Spread by Congress. https://t.co/4XRw8xlvzA"
405,2019-05-12 05:35:40+00:00,IamMukeshTiwari,"इसे भी देख लो....Modi the Reformer...

बुराईयों को प्रसारित करना देश का धर्म बन गया है....अच्छाई कोने में पड़ी दम तोड़ रही है...
#LokSabhaElections2019 
@BJP4India @narendramodi @PMOIndia https://t.co/lDvfvkQg3r"
406,2019-05-12 05:33:57+00:00,badri4BJP,"Confident that love will win, says Rahul Gandhi.

Yes, love of people for Modi ji will win.
People will ensure victory for their beloved PM @narendramodi ji in #LokSabhaElections2019. #ModiHiAayega #PhirEkBaarModiSarkar 

#Phase6 #VotingRound6 #DelhiVotes https://t.co/9WBGGjVqTs"
407,2019-05-12 05:24:56+00:00,kuldeepsinghca,"#VotingRound6
THIS is the Festival to Celebrate E
 #LokSabhaElections2019 #IndiaElections2019

VOTE 4 MODI

PLEASE USE YOUR RIGHT TO RIGHT PEOPLE @narendramodi

#Phase6 https://t.co/gU6LsjFCWl"
408,2019-05-12 05:21:28+00:00,ravikikan,"Been There , Doing It....

#GoVote #GoVoteDelhi #Indiaelects #ElectionAlert #elections #LokSabhaElection2019 #LokSabhaElections2019 #bjp #namo #VoteForIndia #Voteforchange #Modi @narendramodi @PMOIndia @dkikan #RT https://t.co/mRJpGYaGTq"
409,2019-05-12 04:44:02+00:00,supreetshukla,"Thug life 😎

Waiting to see @narendramodi reading similar kind of @TIME magazine. 

2019-2024 is very important year for India as many drastic changes will be made. World will see a new India and @TIME will feature MODI again as a dynamic leader.

#LokSabhaElections2019 https://t.co/4fm76nMBc9"
410,2019-05-12 04:39:26+00:00,drjhavn1,"A mere mention of ""Pappu Chor"" @RahulGandhi today refreshes the memory down the lane of of this 'fake Gandhi' family...... of Vadra's scandals.....of Sonia's wealth......of Rajiv-Kwatrochi Bofors.....of Indira....of Nehru..... #LokSabhaElections2019 https://t.co/np62ihrHMd"
411,2019-05-12 04:27:26+00:00,mohakmehra,"My sister had no excuse to go and vote today.. She said she wanted to vote for Modi. @narendramodi
@BJP4India @ManojTiwariMP @AmitShah #Phase6 @GautamGambhir #DeshKiShaanModi #LokSabhaElections2019 https://t.co/PjLjCfyJFO"
412,2019-05-12 04:18:24+00:00,sharadskn,"🙏 देश के यशस्वी प्रधानमंत्री श्री नरेन्द्र मोदी जी का छोटी काशी की पावन धरा पर हार्दिक स्वागत है।

@narendramodi @BJP4India @BJP4UP #LokSabhaElections2019 
#ModiInRudrapur #Modi #NarendraModi"
413,2019-05-12 04:12:28+00:00,AlokRai2001,"Plane chupa baadal mein
Ghabraake radar ka aana
Modi ki Entire Political Science
Sikhaata hai yeh Modiyaaaaapa
@AmitShah @narendramodi @BJP4India @BJP4Karnataka @BJP4Gujarat @BJP4Delhi @BJP4Maharashtra @BJP4UP @BJP4Rajasthan @BJP4Bihar @BJP4MP  #LokSabhaElections2019 #India https://t.co/XZF9nZ21jX"
414,2019-05-12 04:08:42+00:00,GoNews_India,"Phase 6 Delhi: Where all the Gandhi family (Sonia, Priyanka and @RahulGandhi) members going to cast their vote today. Watch this report by @Ajay_reporter
#LokSabhaElections2019 #Elections2019 #ElectionsWithGoNews #GoVote #GoElections2019 #congress https://t.co/aNSeBLVtMC"
415,2019-05-12 04:04:53+00:00,SandipGhose,"Probably the most combative interview of @narendramodi during #LokSabhaElections2019 . One certainly can't accuse @rajkamaljha of being ""soft"" and ""pliable"". #mustread for those who're willing to be fair and objective in judging #Modi https://t.co/94sr5tD9uu @IndianExpress"
416,2019-05-12 03:52:14+00:00,pennewstweet,"Demonetisation ruined economy: Rahul
#RahulGandhi #Congress #economic #country #Financial #Markets #ElectionCommission #LokSabhaElections2019 #NarendraModi @RahulGandhi @INCIndia @INCKerala @BJP4India @narendramodi 
https://t.co/wuOOz3U033 ."
417,2019-05-12 03:32:53+00:00,ajeet0808,"Vote for @BJP4India 
Cast your vote wisely because your each casted vote to BJP, it will directly credited to PM Modi's account.
To strengthen the Nation, all responsibilities is also with us and we have only hope in form of @narendramodi 
#VoteKar 
#LokSabhaElections2019 https://t.co/MATmlCvVri"
418,2019-05-12 03:26:18+00:00,itskunalswami,"Ready to cast my vote to Modi Ji at Gurugram.
#DeshaKeDillMeinModi
#KashiBoleNaMoNaMo 
#LokSabhaElections2019 
#EveryVoteForModi
@narendramodi @AmitShah @BJP4India @mlkhattar @myogiadityanath @rajnathsingh @Rao_InderjitS 
#JaiHind 
Retweets...Likes
Follows https://t.co/QrdMnKOXKE"
419,2019-05-12 02:40:32+00:00,pvbabji,Rahul in party mood soon after Mumbai 26/11 terrorists brutal attack which kills so many innocent people and injured hundreds of innocent people. #DeshKeDilMeiModi #LokSabhaElections2019 #Phase6 @BJP4India @narendramodi @AmitShah @AskAnshul @rishibagree @IYRKRao @PiyushGoyal https://t.co/e5h1aENwRW
420,2019-05-12 02:17:13+00:00,roopesh_singh80,"Super Excited today!!🙌
Just come home to cast my vote for Prime Minister @narendramodi in the #Phase6 of #LokSabhaElections2019 
I don't care who the candidate is..I will vote for PM Modi and request everyone to Vote him for a Brighter India.
#MyVoteForModi 
#DeshKeDilMeiModi https://t.co/2K04MuQsNb"
421,2019-05-12 02:12:16+00:00,sushilmanav,Modi versus the rest in Haryana #LokSabhaElections2019 https://t.co/jChLGtQl9K via @thetribunechd @narendramodi @BhupinderSHooda @DeependerSHooda @mlkhattar
422,2019-05-12 01:49:47+00:00,JayendraSurve,Today  #LokSabhaElections2019 #Phase6 urging all those whose constituencies are polling in today 6phase to go out&amp;vote.dedicated your vote honest @narendramodi govt.we need leader modi not need mahamilawati https://t.co/Gqe9yH5E7F vote record&amp; such large numbers. Win modi 23may.
423,2019-05-12 01:31:13+00:00,pritsi2101,"Super Excited today!!🙌
Just come home to cast my vote for Prime Minister @narendramodi in the #Phase6 of #LokSabhaElections2019 
I don't care who the candidate is..I will vote for PM Modi and request everyone to Vote him for a Brighter India.
#MyVoteForModi 
#DeshKeDilMeiModi https://t.co/xgsntQm18E"
424,2019-05-12 00:23:34+00:00,pradeptk,#DeshKeDilMeiModi #LokSabhaElections2019 #Phase6 #delhivotekar #AyegaTohModiHi only wen u come out n vote. I request all people please do come out n vote in large numbers for for @BJP4India @narendramodi n NDA than only modi ji will come. Please do come out n vote.
425,2019-05-11 19:33:33+00:00,MdsuMohit,"बहन @iSinghApurva
Vote for Dehli - Vote For india,Vote for Modi @narendramodi
🎯सातो सीटे मोदी को🎯
#DeshKeDilMeiModi #LokSabhaElections2019 #ISupportGautamGambhir #Dehli #Phase6 #PhirEkBaarModiSarkaar https://t.co/Qmj4bWE0Sa"
426,2019-05-11 19:07:09+00:00,pennewstweet,"Demonetisation ruined economy: Rahul
#RahulGandhi #Congress #economic #country #Financial #Markets #ElectionCommission #LokSabhaElections2019 #NarendraModi @RahulGandhi @INCIndia @INCKerala @BJP4India @narendramodi 
https://t.co/wuOOz3U033"
427,2019-05-11 17:53:10+00:00,RaviGunaje,"Nobody asked @narendramodi one question in any interview so far in this #LokSabhaElections2019 season is ""Modi ji will you invite Pakistan PM to your Swearing-in ceremony after 23rd May 2019?

@KiranKS @shakkuiyer #PhirEkBaarModiSarkaar"
428,2019-05-11 17:23:31+00:00,nikhilmoriginal,"Epic PM @narendramodi  moment! 
Waah modi ji waah! 
Air force should take lessons from him on #gobar tech! 
#NarendraModi 
Aah modi aa@h! 
#Loksabha2019
#LokSabhaElections2019 https://t.co/zLywbc5EpR"
429,2019-05-11 17:02:08+00:00,imshailjain,"Pro Modi - “Modi is Better among other politician that’s why we will vote him”

Anti Modi - “Modi is not best that’s why we will not vote him but vote the worse “

Vote for @narendramodi 
#LokSabhaElections2019"
430,2019-05-11 16:18:03+00:00,nayanabose,"And the #chowkidars have gone ballistic.
Thank you @TIME and @AatishTaseer for an excellent article.
@narendramodi has made it impossible for an Indian #journalist to write like this, without repercussions. We live in Modi's ""New India"".
@BDUTT
@janusmyth 
#LokSabhaElections2019 https://t.co/FX3qHin5Kh"
431,2019-05-11 16:06:58+00:00,kshtjpandey879,"Borussia Dortmund ke football maidaan mein bhi Modi ji ki jeet.
#BVB #Dortmund #Bundesliga #Loksabhaelections2019 #NaMo #jeetegaToModiHi #Satire
@narendramodi @kunalkamra88 @varungrover @hankypanty @smritiirani @RahulGandhi @ArvindKejriwal @ravishndtv @kanhaiyakumar @ReallySwara https://t.co/2m1oJt8yp6"
432,2019-05-11 16:06:20+00:00,nileshchajjed,"Mandir yahin banayenge! 
Asli vijeta toh Modi hi hai 🧡

#BVB #LokSabhaElections2019 
@narendramodi @SirPareshRawal 
@kunalkamra88 @hankypanty @varungrover @INCIndia @TimesNow @SushmaSwaraj https://t.co/e9BWUEGfRz"
433,2019-05-11 16:00:26+00:00,usdpglobal,"""By instinct I am a common man, has never become a Prime Minister in my mind"" : the Tough Task Master PM Modi @narendramodi to #PMOnNewsNation @NewsNationTV of #India.
He also signalled through some poetic line that ""now the Sun has just risen"".
#LokSabhaElections2019 #NamoAgain https://t.co/mKpsaTdJCd"
434,2019-05-11 15:49:06+00:00,ikhalid_rahman,"""I learn from everyone. I have learnt from PM Modi how not to run the country"": @RahulGandhi
#LokSabhaElections2019
#RGtoRavish https://t.co/y9bfpn9gwY"
435,2019-05-11 15:46:16+00:00,YouPolitical4,"PM @narendramodi Chowkidaar Secure India from the Corruption. #DeshKeDilMeiModi

#LokSabhaElections2019 #BJP .

PM Narendra Modi Chowkidar secure India from Corruption. Congress Spread Corruption from 70 years. Our Govt focusing on Development without Corruption. https://t.co/L0LhFZUn9V"
436,2019-05-11 14:59:11+00:00,nitinkumar111,"My new DP. Hope @MamataOfficial likes it.

#IStandWithGambhir #IstandwithGautamGambhir #AayegaTohModiHi #GautamGambhir #WestBengal #Bihar #LokSabhaElections2019 #Modi @narendramodi @RahulGandhi @republic @TimesNow @arunjaitley @swapan55 @abpnewstv @BJP4India #BJP4India #BJP"
437,2019-05-11 14:53:43+00:00,Butchikotaiah10,Jagan Mohan Reddy #సీఎం. #CM of #AP soon. #AP24x7 Even #Modi Saying so.  @narendramodi @ysjagan @YSRCParty @VSReddy_MP @SakshiHDTV #AndhraPradesh #JaganWave #APElections2019 #LokSabhaElections2019 https://t.co/qpum7Znp8N
438,2019-05-11 14:52:53+00:00,latestly,"Mamata Banerjee Reacts on 'Democracy Slap to PM Narendra Modi' Remark, Mocks On His '56-Inch' Chest

#MamataBanerjee #NarendraModi #SlapofDemocracy #LokSabhaElections2019 @AITCofficial @BJP4India #WestBengal @narendramodi @MamataOfficial

https://t.co/xVAoEownMl"
439,2019-05-11 14:39:15+00:00,a_vinash__,"Rahul Gandhi interview with Ravish Kumar .
Unscripted and impactful. 
Rahul: Modiji taught me, how not to run a Gov't. I learned from Modiji's failure. 
@INCIndia
@ravishndtv
@ndtv
@BJP4India
@narendramodi
#LokSabhaElections2019
#RahulKaChallenge
https://t.co/Jo6AfrPalm"
440,2019-05-11 14:38:10+00:00,news24tvchannel,"Be fair to me, angry Rahul tells EC 

#LokSabhaElections2019 @RahulGandhi https://t.co/Tzm9rvViOg"
441,2019-05-11 13:40:54+00:00,GirishCShastry,"For how long was this rehearsed?
Nothing out of d box from what he had to say. All expected, routine n run-of-the-mill @RahulGandhi stuff.

Compare this with Modi's you will know the difference. #VoteKaro

#DeshKeDilMeiModi
#RGtoRavish
#LokSabhaElections2019 
#CongressNeverAgain https://t.co/AEH3JH6KIZ"
442,2019-05-11 13:33:07+00:00,news24tvchannel,"#Pakistani wrote #Modi is 'Divider in chief'... BJP questions #Time's intention 

#LokSabhaElections2019 @narendramodi
 https://t.co/zv5IIgAQjq"
443,2019-05-11 12:18:04+00:00,news24tvchannel,"Rahul Gandhi helicopter mechanic... See PIC 

@RahulGandhi #LokSabhaElections2019 https://t.co/Lt88jTf9cv"
444,2019-05-11 12:09:44+00:00,ekta2993,"As good as the #RGtoRavish was, I am afraid that this was too late in the election cycle. 
Modi might have already influenced people with his theatrics. 
@RahulGandhi @ravishndtv #NDTVExclusive #LokSabhaElections2019"
